"Event.Index","UTC.Timestamp","UTC.Date","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","gender","edu","argument_ID","Arg_Position","Arguments","stanely_V","stanley_Nv","intellectual_v_1","intellectual_v_2","intellectual_v_3","intellectual_Nv_1","intellectual_Nv_2","intellectual_Nv_3","morality_v_1","morality_v_2","morality_v_3","morality_Nv_1","morality_Nv_2","morality_Nv_3","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers","passedITT","passed_relative_ITT"
12,1647021018720,"11/03/2022 17:50:18",6024148,2,10,"Agree","statements",4,"Never","Never","Female","A levels",3,"vegan","Religious reasons, may believe its unethical to harm animals","Agree",NA,"Agree","Somewhat Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,621,303,"For","ANTI",0,1,1,0,0,1,1
13,1647021021601,"11/03/2022 17:50:21",6024148,2,11,"Disagree","statements",10,"Rarely","Rarely","Male","Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",1,"vegan","healthy food with low fat ","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",2,655,303,"For","ANTI",0,1,1,0,0,0,0
14,1647021026284,"11/03/2022 17:50:26",6024148,2,12,"Strongly Agree","statements",5,"Once or twice a year","Rarely","Male","Undergraduate degree (BSc, BA)",3,"vegan"," being anti animal cruelty","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,627,303,"For","ANTI",0,1,1,0,0,1,1
16,1647021029778,"11/03/2022 17:50:29",6024148,2,14,"Strongly Agree","statements",2,"Rarely","Rarely","Male","Undergraduate degree (BSc, BA)",1,"vegan","It's good for the enviorment ","Agree",NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,607,303,"For","ANTI",0,1,1,0,0,1,1
19,1647021042942,"11/03/2022 17:50:42",6024148,2,17,"Somewhat Agree","statements",1,"Rarely","Once or twice a year","Female","Doctorate (PhD)",3,"vegan","Personal health and wellbeing ","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,603,303,"For","ANTI",0,1,1,0,0,0,0
24,1647021053218,"11/03/2022 17:50:53",6024148,2,22,"Somewhat Disagree","statements",6,"Never","Once or twice a year","Male","GCSEs",3,"vegan","I feel a vegan diet is cleaner and makes them feel better","Agree",NA,"Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",3,633,303,"For","ANTI",0,1,1,0,0,0,0
26,1647021084633,"11/03/2022 17:51:24",6024148,2,24,"Strongly Agree","statements",2,"Rarely","Rarely","Male","Undergraduate degree (BSc, BA)",3,"vegan","Saves animals from exploitation ","Agree",NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,609,303,"For","ANTI",0,1,1,0,0,1,1
34,1647021117936,"11/03/2022 17:51:57",6024148,2,32,"Strongly Agree","statements",5,"Once or twice a year","Rarely","Male","Undergraduate degree (BSc, BA)",2,"vegan","having food allergies","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,626,303,"For","ANTI",0,1,1,0,0,1,1
36,1647021131582,"11/03/2022 17:52:11",6024148,2,34,"Strongly Agree","statements",9,"Rarely","Once or twice a year","Male","Vocational Training / Apprenticeship",3,"vegan","We can survive without meet","Agree",NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",7,651,303,"For","ANTI",0,1,1,0,0,1,1
38,1647021182393,"11/03/2022 17:53:02",6024148,2,36,"Strongly Agree","statements",4,"Never","Never","Female","A levels",2,"vegan","Helping the environment","Agree",NA,"Agree","Somewhat Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,620,303,"For","ANTI",0,1,1,0,0,1,1
39,1647021184074,"11/03/2022 17:53:04",6024148,2,37,"Strongly Agree","statements",8,"Rarely","Once or twice a year","Other","Vocational Training / Apprenticeship",3,"vegan","You can still eat perfectly balanced without animal products","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,645,303,"For","ANTI",0,1,1,0,0,1,1
40,1647021185908,"11/03/2022 17:53:05",6024148,2,38,"Strongly Agree","statements",3,"Never","Once or twice a year","Male","A levels",1,"vegan","Environmental protection","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,613,303,"For","ANTI",0,1,1,0,0,1,1
43,1647021224448,"11/03/2022 17:53:44",6024148,2,41,"Strongly Agree","statements",7,"Rarely","A few times a year","Female","Doctorate (PhD)",3,"vegan","It is better for the environment","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,639,303,"For","ANTI",0,1,1,0,0,1,1
44,1647021224448,"11/03/2022 17:53:44",6024148,2,42,"Strongly Agree","statements",6,"Never","Once or twice a year","Male","GCSEs",1,"vegan","I feel sorry for the animals killed/exploited for consumption","Agree",NA,"Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,631,303,"For","ANTI",0,1,1,0,0,1,1
45,1647021224448,"11/03/2022 17:53:44",6024148,2,43,"Strongly Agree","statements",4,"Never","Never","Female","A levels",1,"vegan","Protecting animals from harm","Agree",NA,"Agree","Somewhat Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,619,303,"For","ANTI",0,1,1,0,0,1,1
47,1647021224448,"11/03/2022 17:53:44",6024148,2,45,"Agree","statements",7,"Rarely","A few times a year","Female","Doctorate (PhD)",2,"vegan","Being vegan is better for your health","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,638,303,"For","ANTI",0,1,1,0,0,1,1
50,1647021224448,"11/03/2022 17:53:44",6024148,2,48,"Strongly Agree","statements",10,"Rarely","Rarely","Male","Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",2,"vegan","respect for animals
","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,656,303,"For","ANTI",0,1,1,0,0,1,1
52,1647021225991,"11/03/2022 17:53:45",6024148,2,50,"Neither Agree nor Disagree","statements",3,"Never","Once or twice a year","Male","A levels",3,"vegan","Veganism is healthier diet","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",4,615,303,"For","ANTI",0,1,1,0,0,0,0
56,1647021240100,"11/03/2022 17:54:00",6024148,2,54,"Strongly Agree","statements",3,"Never","Once or twice a year","Male","A levels",2,"vegan","Reduced amount of harm to animals","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,614,303,"For","ANTI",0,1,1,0,0,1,1
59,1647021254058,"11/03/2022 17:54:14",6024148,2,57,"Strongly Agree","statements",9,"Rarely","Once or twice a year","Male","Vocational Training / Apprenticeship",2,"vegan","People harm animals in order to eat","Agree",NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",7,650,303,"For","ANTI",0,1,1,0,0,1,1
60,1647021255245,"11/03/2022 17:54:15",6024148,2,58,"Strongly Agree","statements",8,"Rarely","Once or twice a year","Other","Vocational Training / Apprenticeship",2,"vegan","Saving animals the suffering","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,644,303,"For","ANTI",0,1,1,0,0,1,1
61,1647021256324,"11/03/2022 17:54:16",6024148,2,59,"Strongly Agree","statements",7,"Rarely","A few times a year","Female","Doctorate (PhD)",1,"vegan","I am against animal cruelty","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,637,303,"For","ANTI",0,1,1,0,0,1,1
62,1647021274147,"11/03/2022 17:54:34",6024148,2,60,"Strongly Agree","statements",8,"Rarely","Once or twice a year","Other","Vocational Training / Apprenticeship",1,"vegan","The negative ecological impact meat production has on the Earth","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,643,303,"For","ANTI",0,1,1,0,0,1,1
64,1647021280114,"11/03/2022 17:54:40",6024148,2,62,"Strongly Agree","statements",1,"Rarely","Once or twice a year","Female","Doctorate (PhD)",1,"vegan","Ethical treatment of animals","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,601,303,"For","ANTI",0,1,1,0,0,1,1
3,1647023068883,"11/03/2022 18:24:28",6024638,2,1,"Agree","statements",5,"Once or twice a year","Rarely","Male","Undergraduate degree (BSc, BA)",3,"vegan"," being anti animal cruelty","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,627,304,"For","ANTI",0,1,1,0,0,1,1
4,1647023070562,"11/03/2022 18:24:30",6024638,2,2,"Agree","statements",4,"Never","Never","Female","A levels",1,"vegan","Protecting animals from harm","Agree",NA,"Agree","Somewhat Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,619,304,"For","ANTI",0,1,1,0,0,1,1
9,1647023097184,"11/03/2022 18:24:57",6024638,2,7,"Somewhat Agree","statements",10,"Rarely","Rarely","Male","Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",1,"vegan","healthy food with low fat ","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,655,304,"For","ANTI",0,1,1,0,0,0,0
10,1647023100095,"11/03/2022 18:25:00",6024638,2,8,"Strongly Agree","statements",6,"Never","Once or twice a year","Male","GCSEs",3,"vegan","I feel a vegan diet is cleaner and makes them feel better","Agree",NA,"Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,633,304,"For","ANTI",0,1,1,0,0,1,1
18,1647023121792,"11/03/2022 18:25:21",6024638,2,16,"Strongly Agree","statements",10,"Rarely","Rarely","Male","Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",2,"vegan","respect for animals
","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,656,304,"For","ANTI",0,1,1,0,0,1,1
19,1647023122850,"11/03/2022 18:25:22",6024638,2,17,"Strongly Agree","statements",3,"Never","Once or twice a year","Male","A levels",1,"vegan","Environmental protection","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,613,304,"For","ANTI",0,1,1,0,0,1,1
20,1647023124352,"11/03/2022 18:25:24",6024638,2,18,"Strongly Agree","statements",1,"Rarely","Once or twice a year","Female","Doctorate (PhD)",1,"vegan","Ethical treatment of animals","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,601,304,"For","ANTI",0,1,1,0,0,1,1
22,1647023131698,"11/03/2022 18:25:31",6024638,2,20,"Agree","statements",9,"Rarely","Once or twice a year","Male","Vocational Training / Apprenticeship",1,"vegan","Animals deserve to live","Agree",NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,649,304,"For","ANTI",0,1,1,0,0,1,1
23,1647023133531,"11/03/2022 18:25:33",6024638,2,21,"Agree","statements",10,"Rarely","Rarely","Male","Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",3,"vegan","environmentally sustainable food","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,657,304,"For","ANTI",0,1,1,0,0,1,1
24,1647023134785,"11/03/2022 18:25:34",6024638,2,22,"Agree","statements",7,"Rarely","A few times a year","Female","Doctorate (PhD)",1,"vegan","I am against animal cruelty","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,637,304,"For","ANTI",0,1,1,0,0,1,1
25,1647023136818,"11/03/2022 18:25:36",6024638,2,23,"Agree","statements",2,"Rarely","Rarely","Male","Undergraduate degree (BSc, BA)",2,"vegan","It's healthier than eating meat and fast food. ","Agree",NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,608,304,"For","ANTI",0,1,1,0,0,1,1
30,1647023153115,"11/03/2022 18:25:53",6024638,2,28,"Somewhat Agree","statements",8,"Rarely","Once or twice a year","Other","Vocational Training / Apprenticeship",2,"vegan","Saving animals the suffering","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,644,304,"For","ANTI",0,1,1,0,0,0,0
31,1647023156749,"11/03/2022 18:25:56",6024638,2,29,"Agree","statements",6,"Never","Once or twice a year","Male","GCSEs",1,"vegan","I feel sorry for the animals killed/exploited for consumption","Agree",NA,"Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,631,304,"For","ANTI",0,1,1,0,0,1,1
33,1647023162352,"11/03/2022 18:26:02",6024638,2,31,"Somewhat Agree","statements",3,"Never","Once or twice a year","Male","A levels",2,"vegan","Reduced amount of harm to animals","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,614,304,"For","ANTI",0,1,1,0,0,0,0
35,1647023169237,"11/03/2022 18:26:09",6024638,2,33,"Agree","statements",8,"Rarely","Once or twice a year","Other","Vocational Training / Apprenticeship",3,"vegan","You can still eat perfectly balanced without animal products","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,645,304,"For","ANTI",0,1,1,0,0,1,1
36,1647023170333,"11/03/2022 18:26:10",6024638,2,34,"Agree","statements",4,"Never","Never","Female","A levels",2,"vegan","Helping the environment","Agree",NA,"Agree","Somewhat Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,620,304,"For","ANTI",0,1,1,0,0,1,1
37,1647023172059,"11/03/2022 18:26:12",6024638,2,35,"Somewhat Agree","statements",3,"Never","Once or twice a year","Male","A levels",3,"vegan","Veganism is healthier diet","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",5,615,304,"For","ANTI",0,1,1,0,0,0,0
38,1647023174902,"11/03/2022 18:26:14",6024638,2,36,"Agree","statements",8,"Rarely","Once or twice a year","Other","Vocational Training / Apprenticeship",1,"vegan","The negative ecological impact meat production has on the Earth","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,643,304,"For","ANTI",0,1,1,0,0,1,1
39,1647023176090,"11/03/2022 18:26:16",6024638,2,37,"Agree","statements",2,"Rarely","Rarely","Male","Undergraduate degree (BSc, BA)",1,"vegan","It's good for the enviorment ","Agree",NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,607,304,"For","ANTI",0,1,1,0,0,1,1
43,1647023192152,"11/03/2022 18:26:32",6024638,2,41,"Agree","statements",1,"Rarely","Once or twice a year","Female","Doctorate (PhD)",2,"vegan","Reducing climate change/environmental impact","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,602,304,"For","ANTI",0,1,1,0,0,1,1
50,1647023209632,"11/03/2022 18:26:49",6024638,2,48,"Agree","statements",2,"Rarely","Rarely","Male","Undergraduate degree (BSc, BA)",3,"vegan","Saves animals from exploitation ","Agree",NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,609,304,"For","ANTI",0,1,1,0,0,1,1
51,1647023211621,"11/03/2022 18:26:51",6024638,2,49,"Agree","statements",5,"Once or twice a year","Rarely","Male","Undergraduate degree (BSc, BA)",2,"vegan","having food allergies","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,626,304,"For","ANTI",0,1,1,0,0,1,1
52,1647023212719,"11/03/2022 18:26:52",6024638,2,50,"Agree","statements",7,"Rarely","A few times a year","Female","Doctorate (PhD)",3,"vegan","It is better for the environment","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,639,304,"For","ANTI",0,1,1,0,0,1,1
55,1647023222790,"11/03/2022 18:27:02",6024638,2,53,"Agree","statements",6,"Never","Once or twice a year","Male","GCSEs",2,"vegan","I feel it is better to reduce the dependency on animals for food due to the environmental reasons","Agree",NA,"Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,632,304,"For","ANTI",0,1,1,0,0,1,1
56,1647023226417,"11/03/2022 18:27:06",6024638,2,54,"Agree","statements",9,"Rarely","Once or twice a year","Male","Vocational Training / Apprenticeship",2,"vegan","People harm animals in order to eat","Agree",NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,650,304,"For","ANTI",0,1,1,0,0,1,1
57,1647023228238,"11/03/2022 18:27:08",6024638,2,55,"Agree","statements",9,"Rarely","Once or twice a year","Male","Vocational Training / Apprenticeship",3,"vegan","We can survive without meet","Agree",NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,651,304,"For","ANTI",0,1,1,0,0,1,1
58,1647023229966,"11/03/2022 18:27:09",6024638,2,56,"Somewhat Agree","statements",7,"Rarely","A few times a year","Female","Doctorate (PhD)",2,"vegan","Being vegan is better for your health","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,638,304,"For","ANTI",0,1,1,0,0,0,0
61,1647023241835,"11/03/2022 18:27:21",6024638,2,59,"Agree","statements",1,"Rarely","Once or twice a year","Female","Doctorate (PhD)",3,"vegan","Personal health and wellbeing ","Strongly agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,603,304,"For","ANTI",0,1,1,0,0,1,1
63,1647023247742,"11/03/2022 18:27:27",6024638,2,61,"Agree","statements",5,"Once or twice a year","Rarely","Male","Undergraduate degree (BSc, BA)",1,"vegan","protecting the environment","Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,625,304,"For","ANTI",0,1,1,0,0,1,1
