"Event.Index","UTC.Timestamp","UTC.Date","Tree.Node.Key","Experiment.ID","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers"
18,1659975774546,"08/08/2022 16:22:54","task-b5vt",94826,6895750,2,16,"Strongly Agree","statements",8,"Most months","Most months",20,"Male","A levels",6,"For","To help end the negative social impact of the virus such as lockdowns and online education","Pro",7,648,304,"For","PRO",0,0,0,1,0
19,1659975775620,"08/08/2022 16:22:55","task-b5vt",94826,6895750,2,17,"Strongly Agree","statements",10,"Most months","Most weeks",35,"Non-binary","Postgraduate degree (MSc, MA, MPhil)",5,"For","Reduced risk of passing on COVID.","Pro",7,659,304,"For","PRO",0,0,0,1,0
23,1659975790309,"08/08/2022 16:23:10","task-b5vt",94826,6895750,2,21,"Strongly Agree","statements",5,"Rarely","A few times a year",31,"Female","Undergraduate degree (BSc, BA)",5,"For","I am aware of the risks and complications of contracting xovid 19 and wish to protect myself and others","Pro",7,629,304,"For","PRO",0,0,0,1,0
30,1659975811171,"08/08/2022 16:23:31","task-b5vt",94826,6895750,2,28,"Strongly Agree","statements",6,"Rarely","Most days",34,"Male","GCSEs",6,"For","Alot of people have died from getting Covid and I want to keep my self safe and I trust it ","Pro",7,636,304,"For","PRO",0,0,0,1,0
31,1659975812727,"08/08/2022 16:23:32","task-b5vt",94826,6895750,2,29,"Strongly Agree","statements",3,"Rarely","A few times a year",55,"Female","A levels",5,"For","I want to help society","Pro",7,617,304,"For","PRO",0,0,0,1,0
32,1659975815552,"08/08/2022 16:23:35","task-b5vt",94826,6895750,2,30,"Strongly Agree","statements",2,"Rarely","Most weeks",26,"Female","Undergraduate degree (BSc, BA)",6,"For","Vaccines are important, they help us all live safely and healthily","Pro",7,612,304,"For","PRO",0,0,0,1,0
33,1659975816832,"08/08/2022 16:23:36","task-b5vt",94826,6895750,2,31,"Strongly Agree","statements",8,"Most months","Most months",20,"Male","A levels",5,"For","To protect others by giving herd immunity.","Pro",7,647,304,"For","PRO",0,0,0,1,0
39,1659975830624,"08/08/2022 16:23:50","task-b5vt",94826,6895750,2,37,"Agree","statements",4,"Most months","Most months",20,"Female","Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",6,"For","Doctors are trying to help ","Pro",6,624,304,"For","PRO",0,0,0,1,0
43,1659975843747,"08/08/2022 16:24:03","task-b5vt",94826,6895750,2,41,"Strongly Agree","statements",6,"Rarely","Most days",34,"Male","GCSEs",5,"For","A member of my family can catch anything really easily , so I want to do this to help keep them safe ","Pro",7,635,304,"For","PRO",0,0,0,1,0
44,1659975846462,"08/08/2022 16:24:06","task-b5vt",94826,6895750,2,42,"Strongly Agree","statements",3,"Rarely","A few times a year",55,"Female","A levels",4,"For","I want to have it for my own and my familyâs protection ","Pro",7,616,304,"For","PRO",0,0,0,1,0
45,1659975848330,"08/08/2022 16:24:08","task-b5vt",94826,6895750,2,43,"Strongly Agree","statements",7,"Once or twice a year","A few times a year",20,"Female","GCSEs,A levels",5,"For","It will help to protect the most vulnerable groups in our society.","Pro",7,641,304,"For","PRO",0,0,0,1,0
46,1659975850575,"08/08/2022 16:24:10","task-b5vt",94826,6895750,2,44,"Strongly Agree","statements",2,"Rarely","Most weeks",26,"Female","Undergraduate degree (BSc, BA)",4,"For","It's important to protect the people you love who are a higher risk than you","Pro",7,610,304,"For","PRO",0,0,0,1,0
48,1659975857639,"08/08/2022 16:24:17","task-b5vt",94826,6895750,2,46,"Strongly Agree","statements",5,"Rarely","A few times a year",31,"Female","Undergraduate degree (BSc, BA)",6,"For","More vaccinations will hopefully mean less admissions and deaths and less pressure on the nhs","Pro",7,630,304,"For","PRO",0,0,0,1,0
52,1659975865992,"08/08/2022 16:24:25","task-b5vt",94826,6895750,2,50,"Strongly Agree","statements",6,"Rarely","Most days",34,"Male","GCSEs",4,"For"," I am scared and if this vaccine will help then I'll do it ","Pro",7,634,304,"For","PRO",0,0,0,1,0
53,1659975870408,"08/08/2022 16:24:30","task-b5vt",94826,6895750,2,51,"Agree","statements",7,"Once or twice a year","A few times a year",20,"Female","GCSEs,A levels",4,"For","It is the only way we can effectively eliminate the virus from the world.","Pro",6,640,304,"For","PRO",0,0,0,1,0
56,1659975877393,"08/08/2022 16:24:37","task-b5vt",94826,6895750,2,54,"Strongly Agree","statements",9,"Rarely","Most days",38,"Male","GCSEs,Vocational Training / Apprenticeship",6,"For","Being vaccinated is reassuring ","Pro",7,654,304,"For","PRO",0,0,0,1,0
57,1659975879982,"08/08/2022 16:24:39","task-b5vt",94826,6895750,2,55,"Strongly Agree","statements",10,"Most months","Most weeks",35,"Non-binary","Postgraduate degree (MSc, MA, MPhil)",6,"For","Less restrictions on behaviour due to immunity.","Pro",7,660,304,"For","PRO",0,0,0,1,0
58,1659975881544,"08/08/2022 16:24:41","task-b5vt",94826,6895750,2,56,"Strongly Agree","statements",4,"Most months","Most months",20,"Female","Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",5,"For","Many people have got it and have survived ","Pro",7,623,304,"For","PRO",0,0,0,1,0
59,1659975883804,"08/08/2022 16:24:43","task-b5vt",94826,6895750,2,57,"Strongly Agree","statements",9,"Rarely","Most days",38,"Male","GCSEs,Vocational Training / Apprenticeship",4,"For","It's essential to be vaccinated to regain normality.","Pro",7,652,304,"For","PRO",0,0,0,1,0
62,1659975892092,"08/08/2022 16:24:52","task-b5vt",94826,6895750,2,60,"Strongly Agree","statements",1,"Rarely","A few times a year",26,"Female","Undergraduate degree (BSc, BA)",5,"For","I want to protect my family and be able to see them again","Pro",7,605,304,"For","PRO",0,0,0,1,0
64,1659975898516,"08/08/2022 16:24:58","task-b5vt",94826,6895750,2,62,"Strongly Agree","statements",4,"Most months","Most months",20,"Female","Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",4,"For","It's been tried and tested and has been approved by many doctors around the world","Pro",7,622,304,"For","PRO",0,0,0,1,0
4,1659975803387,"08/08/2022 16:23:23","task-b5vt",94826,6895749,2,2,"Strongly Agree","statements",3,"Rarely","A few times a year",55,"Female","A levels",4,"For","I want to have it for my own and my familyâs protection ","Pro",7,616,305,"For","PRO",0,0,0,1,0
5,1659975807576,"08/08/2022 16:23:27","task-b5vt",94826,6895749,2,3,"Strongly Agree","statements",5,"Rarely","A few times a year",31,"Female","Undergraduate degree (BSc, BA)",4,"For","They wish for life to return to normal and the best way to achieve this is maximum uptake ","Pro",7,628,305,"For","PRO",0,0,0,1,0
10,1659975820574,"08/08/2022 16:23:40","task-b5vt",94826,6895749,2,8,"Strongly Agree","statements",2,"Rarely","Most weeks",26,"Female","Undergraduate degree (BSc, BA)",4,"For","It's important to protect the people you love who are a higher risk than you","Pro",7,610,305,"For","PRO",0,0,0,1,0
11,1659975822399,"08/08/2022 16:23:42","task-b5vt",94826,6895749,2,9,"Strongly Agree","statements",6,"Rarely","Most days",34,"Male","GCSEs",4,"For"," I am scared and if this vaccine will help then I'll do it ","Pro",7,634,305,"For","PRO",0,0,0,1,0
13,1659975827223,"08/08/2022 16:23:47","task-b5vt",94826,6895749,2,11,"Strongly Agree","statements",2,"Rarely","Most weeks",26,"Female","Undergraduate degree (BSc, BA)",6,"For","Vaccines are important, they help us all live safely and healthily","Pro",7,612,305,"For","PRO",0,0,0,1,0
14,1659975829947,"08/08/2022 16:23:49","task-b5vt",94826,6895749,2,12,"Strongly Agree","statements",6,"Rarely","Most days",34,"Male","GCSEs",5,"For","A member of my family can catch anything really easily , so I want to do this to help keep them safe ","Pro",7,635,305,"For","PRO",0,0,0,1,0
15,1659975831890,"08/08/2022 16:23:51","task-b5vt",94826,6895749,2,13,"Strongly Agree","statements",1,"Rarely","A few times a year",26,"Female","Undergraduate degree (BSc, BA)",6,"For","I want to reduce the risk of myself catching the virus at work","Pro",7,606,305,"For","PRO",0,0,0,1,0
16,1659975833760,"08/08/2022 16:23:53","task-b5vt",94826,6895749,2,14,"Strongly Agree","statements",1,"Rarely","A few times a year",26,"Female","Undergraduate degree (BSc, BA)",4,"For","It's the right thing to do to protect everyone else","Pro",7,604,305,"For","PRO",0,0,0,1,0
19,1659975841261,"08/08/2022 16:24:01","task-b5vt",94826,6895749,2,17,"Strongly Agree","statements",5,"Rarely","A few times a year",31,"Female","Undergraduate degree (BSc, BA)",6,"For","More vaccinations will hopefully mean less admissions and deaths and less pressure on the nhs","Pro",7,630,305,"For","PRO",0,0,0,1,0
20,1659975843751,"08/08/2022 16:24:03","task-b5vt",94826,6895749,2,18,"Strongly Agree","statements",6,"Rarely","Most days",34,"Male","GCSEs",6,"For","Alot of people have died from getting Covid and I want to keep my self safe and I trust it ","Pro",7,636,305,"For","PRO",0,0,0,1,0
22,1659975851809,"08/08/2022 16:24:11","task-b5vt",94826,6895749,2,20,"Somewhat Agree","statements",9,"Rarely","Most days",38,"Male","GCSEs,Vocational Training / Apprenticeship",4,"For","It's essential to be vaccinated to regain normality.","Pro",5,652,305,"For","PRO",0,0,0,1,0
24,1659975858246,"08/08/2022 16:24:18","task-b5vt",94826,6895749,2,22,"Neither Agree nor Disagree","statements",4,"Most months","Most months",20,"Female","Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",5,"For","Many people have got it and have survived ","Pro",4,623,305,"For","PRO",0,0,0,1,0
25,1659975860084,"08/08/2022 16:24:20","task-b5vt",94826,6895749,2,23,"Strongly Agree","statements",3,"Rarely","A few times a year",55,"Female","A levels",6,"For","I want to help in defeating this virus","Pro",7,618,305,"For","PRO",0,0,0,1,0
26,1659975862261,"08/08/2022 16:24:22","task-b5vt",94826,6895749,2,24,"Strongly Agree","statements",10,"Most months","Most weeks",35,"Non-binary","Postgraduate degree (MSc, MA, MPhil)",6,"For","Less restrictions on behaviour due to immunity.","Pro",7,660,305,"For","PRO",0,0,0,1,0
32,1659975962668,"08/08/2022 16:26:02","task-b5vt",94826,6895749,2,30,"Strongly Agree","statements",9,"Rarely","Most days",38,"Male","GCSEs,Vocational Training / Apprenticeship",5,"For","The vaccines are safe enough to use","Pro",7,653,305,"For","PRO",0,0,0,1,0
33,1659975963875,"08/08/2022 16:26:03","task-b5vt",94826,6895749,2,31,"Strongly Agree","statements",8,"Most months","Most months",20,"Male","A levels",5,"For","To protect others by giving herd immunity.","Pro",7,647,305,"For","PRO",0,0,0,1,0
34,1659975965339,"08/08/2022 16:26:05","task-b5vt",94826,6895749,2,32,"Strongly Agree","statements",9,"Rarely","Most days",38,"Male","GCSEs,Vocational Training / Apprenticeship",6,"For","Being vaccinated is reassuring ","Pro",7,654,305,"For","PRO",0,0,0,1,0
36,1659975970082,"08/08/2022 16:26:10","task-b5vt",94826,6895749,2,34,"Strongly Agree","statements",7,"Once or twice a year","A few times a year",20,"Female","GCSEs,A levels",5,"For","It will help to protect the most vulnerable groups in our society.","Pro",7,641,305,"For","PRO",0,0,0,1,0
38,1659975975940,"08/08/2022 16:26:15","task-b5vt",94826,6895749,2,36,"Strongly Agree","statements",10,"Most months","Most weeks",35,"Non-binary","Postgraduate degree (MSc, MA, MPhil)",4,"For","Reduced risk of getting COVID.","Pro",7,658,305,"For","PRO",0,0,0,1,0
39,1659976010768,"08/08/2022 16:26:50","task-b5vt",94826,6895749,2,37,"Agree","statements",10,"Most months","Most weeks",35,"Non-binary","Postgraduate degree (MSc, MA, MPhil)",5,"For","Reduced risk of passing on COVID.","Pro",6,659,305,"For","PRO",0,0,0,1,0
48,1659976031585,"08/08/2022 16:27:11","task-b5vt",94826,6895749,2,46,"Strongly Agree","statements",1,"Rarely","A few times a year",26,"Female","Undergraduate degree (BSc, BA)",5,"For","I want to protect my family and be able to see them again","Pro",7,605,305,"For","PRO",0,0,0,1,0
49,1659976032919,"08/08/2022 16:27:12","task-b5vt",94826,6895749,2,47,"Strongly Agree","statements",8,"Most months","Most months",20,"Male","A levels",4,"For","To gain immunity against COVID 19.","Pro",7,646,305,"For","PRO",0,0,0,1,0
50,1659976035023,"08/08/2022 16:27:15","task-b5vt",94826,6895749,2,48,"Strongly Agree","statements",8,"Most months","Most months",20,"Male","A levels",6,"For","To help end the negative social impact of the virus such as lockdowns and online education","Pro",7,648,305,"For","PRO",0,0,0,1,0
52,1659976040826,"08/08/2022 16:27:20","task-b5vt",94826,6895749,2,50,"Agree","statements",3,"Rarely","A few times a year",55,"Female","A levels",5,"For","I want to help society","Pro",6,617,305,"For","PRO",0,0,0,1,0
56,1659976053919,"08/08/2022 16:27:33","task-b5vt",94826,6895749,2,54,"Agree","statements",7,"Once or twice a year","A few times a year",20,"Female","GCSEs,A levels",4,"For","It is the only way we can effectively eliminate the virus from the world.","Pro",6,640,305,"For","PRO",0,0,0,1,0
59,1659976063018,"08/08/2022 16:27:43","task-b5vt",94826,6895749,2,57,"Strongly Agree","statements",5,"Rarely","A few times a year",31,"Female","Undergraduate degree (BSc, BA)",5,"For","I am aware of the risks and complications of contracting xovid 19 and wish to protect myself and others","Pro",7,629,305,"For","PRO",0,0,0,1,0
60,1659976064599,"08/08/2022 16:27:44","task-b5vt",94826,6895749,2,58,"Strongly Agree","statements",2,"Rarely","Most weeks",26,"Female","Undergraduate degree (BSc, BA)",5,"For","It's one of the only ways we will return to normal life","Pro",7,611,305,"For","PRO",0,0,0,1,0
62,1659976070586,"08/08/2022 16:27:50","task-b5vt",94826,6895749,2,60,"Strongly Agree","statements",7,"Once or twice a year","A few times a year",20,"Female","GCSEs,A levels",6,"For","The risk of dying from covid reduces with a vaccine.","Pro",7,642,305,"For","PRO",0,0,0,1,0
63,1659976073178,"08/08/2022 16:27:53","task-b5vt",94826,6895749,2,61,"Strongly Agree","statements",4,"Most months","Most months",20,"Female","Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",4,"For","It's been tried and tested and has been approved by many doctors around the world","Pro",7,622,305,"For","PRO",0,0,0,1,0
64,1659976074333,"08/08/2022 16:27:54","task-b5vt",94826,6895749,2,62,"Strongly Agree","statements",4,"Most months","Most months",20,"Female","Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",6,"For","Doctors are trying to help ","Pro",7,624,305,"For","PRO",0,0,0,1,0
3,1659975928134,"08/08/2022 16:25:28","task-b5vt",94826,6895776,2,1,"Strongly Agree","statements",7,"Once or twice a year","A few times a year",20,"Female","GCSEs,A levels",5,"For","It will help to protect the most vulnerable groups in our society.","Pro",7,641,306,"For","PRO",0,0,0,1,0
5,1659975938938,"08/08/2022 16:25:38","task-b5vt",94826,6895776,2,3,"Strongly Agree","statements",2,"Rarely","Most weeks",26,"Female","Undergraduate degree (BSc, BA)",6,"For","Vaccines are important, they help us all live safely and healthily","Pro",7,612,306,"For","PRO",0,0,0,1,0
10,1659975972110,"08/08/2022 16:26:12","task-b5vt",94826,6895776,2,8,"Strongly Agree","statements",7,"Once or twice a year","A few times a year",20,"Female","GCSEs,A levels",6,"For","The risk of dying from covid reduces with a vaccine.","Pro",7,642,306,"For","PRO",0,0,0,1,0
14,1659975994097,"08/08/2022 16:26:34","task-b5vt",94826,6895776,2,12,"Strongly Disagree","statements",4,"Most months","Most months",20,"Female","Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",5,"For","Many people have got it and have survived ","Pro",1,623,306,"For","PRO",0,0,0,1,0
15,1659975998103,"08/08/2022 16:26:38","task-b5vt",94826,6895776,2,13,"Strongly Agree","statements",5,"Rarely","A few times a year",31,"Female","Undergraduate degree (BSc, BA)",6,"For","More vaccinations will hopefully mean less admissions and deaths and less pressure on the nhs","Pro",7,630,306,"For","PRO",0,0,0,1,0
17,1659976012791,"08/08/2022 16:26:52","task-b5vt",94826,6895776,2,15,"Strongly Agree","statements",9,"Rarely","Most days",38,"Male","GCSEs,Vocational Training / Apprenticeship",5,"For","The vaccines are safe enough to use","Pro",7,653,306,"For","PRO",0,0,0,1,0
20,1659976026997,"08/08/2022 16:27:06","task-b5vt",94826,6895776,2,18,"Strongly Agree","statements",10,"Most months","Most weeks",35,"Non-binary","Postgraduate degree (MSc, MA, MPhil)",4,"For","Reduced risk of getting COVID.","Pro",7,658,306,"For","PRO",0,0,0,1,0
21,1659976032666,"08/08/2022 16:27:12","task-b5vt",94826,6895776,2,19,"Strongly Agree","statements",4,"Most months","Most months",20,"Female","Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",4,"For","It's been tried and tested and has been approved by many doctors around the world","Pro",7,622,306,"For","PRO",0,0,0,1,0
22,1659976035499,"08/08/2022 16:27:15","task-b5vt",94826,6895776,2,20,"Strongly Agree","statements",9,"Rarely","Most days",38,"Male","GCSEs,Vocational Training / Apprenticeship",4,"For","It's essential to be vaccinated to regain normality.","Pro",7,652,306,"For","PRO",0,0,0,1,0
23,1659976037482,"08/08/2022 16:27:17","task-b5vt",94826,6895776,2,21,"Strongly Agree","statements",2,"Rarely","Most weeks",26,"Female","Undergraduate degree (BSc, BA)",4,"For","It's important to protect the people you love who are a higher risk than you","Pro",7,610,306,"For","PRO",0,0,0,1,0
27,1659976048027,"08/08/2022 16:27:28","task-b5vt",94826,6895776,2,25,"Strongly Agree","statements",9,"Rarely","Most days",38,"Male","GCSEs,Vocational Training / Apprenticeship",6,"For","Being vaccinated is reassuring ","Pro",7,654,306,"For","PRO",0,0,0,1,0
