"Event.Index","UTC.Timestamp","UTC.Date","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","stanely_L","stanley_R","intellectual_R_1","intellectual_R_2","intellectual_R_3","intellectual_L_1","intellectual_L_2","intellectual_L_3","morality_R_1","morality_R_2","morality_R_3","morality_L_1","morality_L_2","morality_L_3","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers"
9,1.65166e+12,"04/05/2022 11:40",6404971,4,7,"Neither Agree nor Disagree","statements",6,"Most months","Most months",42,"Male","Postgraduate degree (MSc, MA, MPhil)",1,"Leave","Return to parliamentary sovereignty - people accountble to the electrorate making laws.","Agree",NA,"Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",4,31,103,"For","PRO",0,0,0,1,0
10,1.65166e+12,"04/05/2022 11:40",6404971,4,8,"Agree","statements",3,"Once or twice a year","A few times a year",33,"Female","Vocational Training / Apprenticeship",2,"Leave","To Reduce Immigration ","Somewhat Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,14,103,"For","PRO",0,0,0,1,0
12,1.65166e+12,"04/05/2022 11:40",6404971,4,10,"Agree","statements",7,"Rarely","Once or twice a year",55,"Female","GCSEs",1,"Leave","To have Freedom back ","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,37,103,"For","PRO",0,0,0,1,0
17,1.65166e+12,"04/05/2022 11:40",6404971,4,15,"Agree","statements",2,"A few times a year","A few times a year",55,"Female","Undergraduate degree (BSc, BA)",2,"Leave","The interests of Britain can be foremost and not have to make decisions for an enormous area and population.","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,8,103,"For","PRO",0,0,0,1,0
20,1.65166e+12,"04/05/2022 11:41",6404971,4,18,"Neither Agree nor Disagree","statements",2,"A few times a year","A few times a year",55,"Female","Undergraduate degree (BSc, BA)",1,"Leave","To have an elected government in charge of us.","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",4,7,103,"For","PRO",0,0,0,1,0
21,1.65166e+12,"04/05/2022 11:41",6404971,4,19,"Agree","statements",6,"Most months","Most months",42,"Male","Postgraduate degree (MSc, MA, MPhil)",2,"Leave","Freedom to do what is best for our economy - the one-size-fits-all model put on a heterogenous EU is failing. We can make decisions which best fit the needs of our coountry.","Agree",NA,"Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,32,103,"For","PRO",0,0,0,1,0
25,1.65166e+12,"04/05/2022 11:41",6404971,4,23,"Agree","statements",7,"Rarely","Once or twice a year",55,"Female","GCSEs",2,"Leave","To make Britain British again ","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,38,103,"For","PRO",0,0,0,1,0
26,1.65166e+12,"04/05/2022 11:41",6404971,4,24,"Neither Agree nor Disagree","statements",10,"Most weeks","Most months",50,"Male","GCSEs",2,"Leave","Laws being made in a parliament where we really don't have a say ","Agree",NA,"Strongly Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",4,56,103,"For","PRO",0,0,0,1,0
27,1.65166e+12,"04/05/2022 11:41",6404971,4,25,"Neither Agree nor Disagree","statements",5,"Rarely","Once or twice a year",54,"Female","A levels",3,"Leave","More freedom for fishermen","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",4,27,103,"For","PRO",0,0,0,1,0
29,1.65166e+12,"04/05/2022 11:41",6404971,4,27,"Somewhat Agree","statements",4,"Rarely","A few times a year",38,"Female","Vocational Training / Apprenticeship",3,"Leave","make our own laws and decide what we agree or disagree with","Somewhat Agree",NA,"Somewhat Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,21,103,"For","PRO",0,0,0,1,0
31,1.65166e+12,"04/05/2022 11:42",6404971,4,29,"Agree","statements",1,"Never","A few times a year",42,"Female","Undergraduate degree (BSc, BA)",2,"Leave","Leaving is a new option where we can look at global opportunities and collaborating with a wider market.","Neither Agree nor Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,2,103,"For","PRO",0,0,0,1,0
34,1.65166e+12,"04/05/2022 11:42",6404971,4,32,"Neither Agree nor Disagree","statements",5,"Rarely","Once or twice a year",54,"Female","A levels",2,"Leave","The return of duty free tobacco and spirits","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",4,26,103,"For","PRO",0,0,0,1,0
36,1.65166e+12,"04/05/2022 11:42",6404971,4,34,"Agree","statements",1,"Never","A few times a year",42,"Female","Undergraduate degree (BSc, BA)",3,"Leave","We can take in refugees from countries outside of Europe who are in more need than people who live in Europe.","Neither Agree nor Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,3,103,"For","PRO",0,0,0,1,0
37,1.65166e+12,"04/05/2022 11:42",6404971,4,35,"Agree","statements",5,"Rarely","Once or twice a year",54,"Female","A levels",1,"Leave","Independence from Europe ","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,25,103,"For","PRO",0,0,0,1,0
39,1.65166e+12,"04/05/2022 11:42",6404971,4,37,"Agree","statements",9,"Rarely","Rarely",47,"Male","Undergraduate degree (BSc, BA)",2,"Leave","The UK wouldn't be paying into the EU each week,.","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,50,103,"For","PRO",0,0,0,1,0
40,1.65166e+12,"04/05/2022 11:42",6404971,4,38,"Agree","statements",2,"A few times a year","A few times a year",55,"Female","Undergraduate degree (BSc, BA)",3,"Leave","Stop paying for eu profligate expenses.","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,9,103,"For","PRO",0,0,0,1,0
41,1.65166e+12,"04/05/2022 11:42",6404971,4,39,"Agree","statements",9,"Rarely","Rarely",47,"Male","Undergraduate degree (BSc, BA)",1,"Leave","Being able to make our own independent UK laws and regulations.","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,49,103,"For","PRO",0,0,0,1,0
44,1.65166e+12,"04/05/2022 11:42",6404971,4,42,"Agree","statements",7,"Rarely","Once or twice a year",55,"Female","GCSEs",3,"Leave","To stop the eu dictating ","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,39,103,"For","PRO",0,0,0,1,0
45,1.65166e+12,"04/05/2022 11:42",6404971,4,43,"Agree","statements",3,"Once or twice a year","A few times a year",33,"Female","Vocational Training / Apprenticeship",3,"Leave","To be an independent country","Somewhat Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,15,103,"For","PRO",0,0,0,1,0
47,1.65166e+12,"04/05/2022 11:43",6404971,4,45,"Neither Agree nor Disagree","statements",1,"Never","A few times a year",42,"Female","Undergraduate degree (BSc, BA)",1,"Leave","There was no politician that argued a strong case for staying.","Neither Agree nor Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",4,1,103,"For","PRO",0,0,0,1,0
50,1.65166e+12,"04/05/2022 11:43",6404971,4,48,"Somewhat Agree","statements",10,"Most weeks","Most months",50,"Male","GCSEs",1,"Leave","Immigration - free movement damages the chances of workers in this country and drives down pay","Agree",NA,"Strongly Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,55,103,"For","PRO",0,0,0,1,0
51,1.65166e+12,"04/05/2022 11:43",6404971,4,49,"Agree","statements",9,"Rarely","Rarely",47,"Male","Undergraduate degree (BSc, BA)",3,"Leave","The UK can create its own immigration system.","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,51,103,"For","PRO",0,0,0,1,0
52,1.65166e+12,"04/05/2022 11:43",6404971,4,50,"Agree","statements",4,"Rarely","A few times a year",38,"Female","Vocational Training / Apprenticeship",1,"Leave","less immigration coming to the uk","Somewhat Agree",NA,"Somewhat Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,19,103,"For","PRO",0,0,0,1,0
57,1.65166e+12,"04/05/2022 11:43",6404971,4,55,"Agree","statements",8,"Rarely","Never",31,"Female","Vocational Training / Apprenticeship",3,"Leave","UK to have their own laws","Agree",NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Pro",6,45,103,"For","PRO",0,0,0,1,0
60,1.65166e+12,"04/05/2022 11:43",6404971,4,58,"Agree","statements",8,"Rarely","Never",31,"Female","Vocational Training / Apprenticeship",2,"Leave","For the UK to be able to trade freely with who wish ","Agree",NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Pro",6,44,103,"For","PRO",0,0,0,1,0
61,1.65166e+12,"04/05/2022 11:43",6404971,4,59,"Agree","statements",3,"Once or twice a year","A few times a year",33,"Female","Vocational Training / Apprenticeship",1,"Leave","Save money from being in the eu ","Somewhat Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,13,103,"For","PRO",0,0,0,1,0
64,1.65166e+12,"04/05/2022 11:44",6404971,4,62,"Agree","statements",10,"Most weeks","Most months",50,"Male","GCSEs",3,"Leave","The constant dismissal of Britain when we wish to raise issues but the EU were very happy to receive our net contributions.","Agree",NA,"Strongly Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",6,57,103,"For","PRO",0,0,0,1,0
3,1.65166e+12,"04/05/2022 11:42",6404995,4,1,"Agree","statements",3,"Once or twice a year","A few times a year",33,"Female","Vocational Training / Apprenticeship",1,"Leave","Save money from being in the eu ","Somewhat Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",6,13,104,"For","PRO",0,0,0,1,0
8,1.65166e+12,"04/05/2022 11:42",6404995,4,6,"Agree","statements",2,"A few times a year","A few times a year",55,"Female","Undergraduate degree (BSc, BA)",1,"Leave","To have an elected government in charge of us.","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",6,7,104,"For","PRO",0,0,0,1,0
9,1.65166e+12,"04/05/2022 11:42",6404995,4,7,"Strongly Agree","statements",4,"Rarely","A few times a year",38,"Female","Vocational Training / Apprenticeship",1,"Leave","less immigration coming to the uk","Somewhat Agree",NA,"Somewhat Disagree","Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,19,104,"For","PRO",0,0,0,1,0
10,1.65166e+12,"04/05/2022 11:42",6404995,4,8,"Strongly Agree","statements",7,"Rarely","Once or twice a year",55,"Female","GCSEs",1,"Leave","To have Freedom back ","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",7,37,104,"For","PRO",0,0,0,1,0
11,1.65166e+12,"04/05/2022 11:42",6404995,4,9,"Strongly Agree","statements",7,"Rarely","Once or twice a year",55,"Female","GCSEs",3,"Leave","To stop the eu dictating ","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",7,39,104,"For","PRO",0,0,0,1,0
12,1.65166e+12,"04/05/2022 11:42",6404995,4,10,"Strongly Agree","statements",10,"Most weeks","Most months",50,"Male","GCSEs",3,"Leave","The constant dismissal of Britain when we wish to raise issues but the EU were very happy to receive our net contributions.","Agree",NA,"Strongly Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,57,104,"For","PRO",0,0,0,1,0
14,1.65166e+12,"04/05/2022 11:42",6404995,4,12,"Strongly Agree","statements",9,"Rarely","Rarely",47,"Male","Undergraduate degree (BSc, BA)",3,"Leave","The UK can create its own immigration system.","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,51,104,"For","PRO",0,0,0,1,0
15,1.65166e+12,"04/05/2022 11:42",6404995,4,13,"Strongly Agree","statements",5,"Rarely","Once or twice a year",54,"Female","A levels",3,"Leave","More freedom for fishermen","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,27,104,"For","PRO",0,0,0,1,0
18,1.65166e+12,"04/05/2022 11:43",6404995,4,16,"Neither Agree nor Disagree","statements",5,"Rarely","Once or twice a year",54,"Female","A levels",2,"Leave","The return of duty free tobacco and spirits","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",4,26,104,"For","PRO",0,0,0,1,0
21,1.65166e+12,"04/05/2022 11:43",6404995,4,19,"Strongly Agree","statements",6,"Most months","Most months",42,"Male","Postgraduate degree (MSc, MA, MPhil)",1,"Leave","Return to parliamentary sovereignty - people accountble to the electrorate making laws.","Agree",NA,"Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,31,104,"For","PRO",0,0,0,1,0
22,1.65166e+12,"04/05/2022 11:43",6404995,4,20,"Strongly Agree","statements",9,"Rarely","Rarely",47,"Male","Undergraduate degree (BSc, BA)",1,"Leave","Being able to make our own independent UK laws and regulations.","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,49,104,"For","PRO",0,0,0,1,0
25,1.65166e+12,"04/05/2022 11:43",6404995,4,23,"Strongly Agree","statements",5,"Rarely","Once or twice a year",54,"Female","A levels",1,"Leave","Independence from Europe ","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,25,104,"For","PRO",0,0,0,1,0
27,1.65166e+12,"04/05/2022 11:43",6404995,4,25,"Strongly Agree","statements",1,"Never","A few times a year",42,"Female","Undergraduate degree (BSc, BA)",1,"Leave","There was no politician that argued a strong case for staying.","Neither Agree nor Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,1,104,"For","PRO",0,0,0,1,0
28,1.65166e+12,"04/05/2022 11:43",6404995,4,26,"Strongly Agree","statements",3,"Once or twice a year","A few times a year",33,"Female","Vocational Training / Apprenticeship",2,"Leave","To Reduce Immigration ","Somewhat Agree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Pro",7,14,104,"For","PRO",0,0,0,1,0
31,1.65166e+12,"04/05/2022 11:43",6404995,4,29,"Strongly Agree","statements",8,"Rarely","Never",31,"Female","Vocational Training / Apprenticeship",2,"Leave","For the UK to be able to trade freely with who wish ","Agree",NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Pro",7,44,104,"For","PRO",0,0,0,1,0
32,1.65166e+12,"04/05/2022 11:43",6404995,4,30,"Strongly Agree","statements",2,"A few times a year","A few times a year",55,"Female","Undergraduate degree (BSc, BA)",2,"Leave","The interests of Britain can be foremost and not have to make decisions for an enormous area and population.","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,8,104,"For","PRO",0,0,0,1,0
35,1.65166e+12,"04/05/2022 11:44",6404995,4,33,"Strongly Agree","statements",9,"Rarely","Rarely",47,"Male","Undergraduate degree (BSc, BA)",2,"Leave","The UK wouldn't be paying into the EU each week,.","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",7,50,104,"For","PRO",0,0,0,1,0
36,1.65166e+12,"04/05/2022 11:44",6404995,4,34,"Strongly Agree","statements",2,"A few times a year","A few times a year",55,"Female","Undergraduate degree (BSc, BA)",3,"Leave","Stop paying for eu profligate expenses.","Agree",NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Pro",7,9,104,"For","PRO",0,0,0,1,0
39,1.65166e+12,"04/05/2022 11:44",6404995,4,37,"Somewhat Agree","statements",1,"Never","A few times a year",42,"Female","Undergraduate degree (BSc, BA)",3,"Leave","We can take in refugees from countries outside of Europe who are in more need than people who live in Europe.","Neither Agree nor Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Pro",5,3,104,"For","PRO",0,0,0,1,0
45,1.65166e+12,"04/05/2022 11:45",6404995,4,43,"Strongly Agree","statements",8,"Rarely","Never",31,"Female","Vocational Training / Apprenticeship",3,"Leave","UK to have their own laws","Agree",NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Pro",7,45,104,"For","PRO",0,0,0,1,0
